generation, eval_time, sort_tim, mutation_time, gen_time, avg_get_weight, avg_eval
25, 0.12258978700000078, 6.194999999209472e-06, 3.529000000046523e-05, 0.12263127200000046, 0.000832060999999662, 0.12175105399999975
26, 0.16161916800000053, 7.995999999899084e-06, 5.2550999999567694e-05, 0.161679715, 0.000869881999999933, 0.16074199100000008
27, 0.17526491899999996, 5.9129999998575045e-06, 3.353800000027718e-05, 0.1753043700000001, 0.0011879459999999398, 0.1740696479999997
28, 0.2553670420000005, 7.148999999984085e-06, 5.7746999999608306e-05, 0.2554319380000001, 0.0009070339999999177, 0.25445239799999975
29, 0.1418170589999992, 7.617000000514906e-06, 6.047599999980946e-05, 0.14188515199999951, 0.0009719200000004591, 0.14083795799999965
30, 0.14762355700000018, 6.806000000025847e-06, 7.328299999986854e-05, 0.14770364600000008, 0.0011908099999997646, 0.14642537299999958
31, 0.1604850400000002, 6.4430000001891585e-06, 7.315099999960495e-05, 0.16056463399999998, 0.001059406000000429, 0.15941868999999986
32, 0.13171523100000027, 8.430000000281268e-06, 8.140899999986573e-05, 0.1318050700000004, 0.0009144970000001251, 0.13079167500000022
33, 0.15733836999999973, 7.013000000277714e-06, 5.435600000058827e-05, 0.1573997390000006, 0.000963750000000374, 0.15636624499999918
34, 0.15276005700000006, 6.9370000002066945e-06, 4.2325999999981434e-05, 0.15280932000000025, 0.0009975569999998157, 0.15175423800000054
35, 0.26120779699999996, 1.2815999999915562e-05, 0.00019188499999955866, 0.26141249799999944, 0.001053792000000442, 0.2601400639999998
36, 0.27014991799999954, 1.0466999999181326e-05, 0.00012528300000091974, 0.27028566799999965, 0.0029848979999993475, 0.2671469359999996
37, 0.1936356840000002, 9.753000000500833e-06, 0.00011670299999977374, 0.19376214000000047, 0.0031849749999999233, 0.1904338370000005
38, 0.18534342900000134, 7.71299999868802e-06, 5.137299999979916e-05, 0.18540251499999982, 0.0013021519999991682, 0.18403023399999974
39, 0.18264457700000136, 8.260999999620822e-06, 5.622599999988154e-05, 0.18270906400000086, 0.0012011369999989085, 0.1814343900000015
40, 0.18523961700000058, 8.27499999900283e-06, 7.549900000114462e-05, 0.18532339100000073, 0.001147609000000216, 0.18408390899999993
41, 0.18338646700000005, 8.229000000525843e-06, 8.152100000025087e-05, 0.18347621700000083, 0.0012236930000000257, 0.18215408999999916
42, 0.22356818899999986, 9.760000001080016e-06, 0.0001288249999991109, 0.22370677400000005, 0.001178961000000811, 0.22237847600000116
43, 0.18821594200000114, 8.145999998987463e-06, 9.560300000011068e-05, 0.18831969100000023, 0.001298193000000225, 0.18690703099999872
44, 0.18546354799999953, 7.377000001085321e-06, 4.3235999999780006e-05, 0.1855141610000004, 0.0012342680000010375, 0.18422106499999913
45, 0.17335390700000097, 7.5599999984632404e-06, 5.332600000151899e-05, 0.17341479300000096, 0.0011350920000001707, 0.1722106409999995
46, 0.1772573719999997, 8.081000000714766e-06, 5.922699999949543e-05, 0.1773246799999999, 0.0012545409999997759, 0.17599312699999992
47, 0.22334773900000116, 8.515999999403334e-06, 9.552200000051414e-05, 0.22345177700000107, 0.0011985839999990588, 0.2221383939999999
48, 0.22917487700000017, 8.378000000419661e-06, 8.874499999933505e-05, 0.22927199999999992, 0.0013147199999998804, 0.22784962799999953
49, 0.22229059000000007, 8.297999999129502e-06, 3.906100000072854e-05, 0.22233794899999992, 0.0012173239999988539, 0.2210650110000003
50, 0.17784201799999977, 8.030000000047721e-06, 3.596700000052522e-05, 0.17788601500000034, 0.0012155670000009167, 0.1766177219999996
51, 0.18113503600000058, 7.490999999859582e-06, 4.700499999898966e-05, 0.18118953199999943, 0.0011806449999998136, 0.17994589300000108
52, 0.19370456299999894, 8.386000001081584e-06, 3.918399999847111e-05, 0.1937521329999985, 0.0011902349999992623, 0.19250553500000045
53, 0.19595082999999924, 8.540000001389103e-06, 9.4826999999853e-05, 0.19605419700000049, 0.0012305829999998963, 0.19470962199999953
54, 0.18296931800000138, 8.227999998666746e-06, 3.8238000000134775e-05, 0.18301578400000018, 0.0012391080000000443, 0.1817209609999999
55, 0.20884322600000083, 8.508000000517768e-06, 9.634399999924881e-05, 0.2089480780000006, 0.0015408780000001343, 0.20728989799999908
56, 0.19868082699999867, 8.118000000223446e-06, 9.514700000146092e-05, 0.19878409200000036, 0.0012143679999994106, 0.19745785000000105
57, 0.18210853999999976, 7.867999999078279e-06, 3.854000000025337e-05, 0.1821549479999991, 0.001222237000000348, 0.18087780899999828
58, 0.19037554600000028, 9.133000000716152e-06, 6.841599999951598e-05, 0.19045309500000052, 0.0011939070000011043, 0.18917187099999921
59, 0.18231707600000036, 7.800999998863745e-06, 6.81880000001911e-05, 0.1823930649999994, 0.001200453000000934, 0.18110757
60, 0.21531820199999885, 1.5835000001018784e-05, 0.0001104229999988604, 0.21544445999999873, 0.0011960949999991755, 0.21410572600000144
61, 0.17396588300000104, 6.760999999855244e-06, 6.42469999991846e-05, 0.17403689100000008, 0.002199987999999209, 0.17174380300000003
62, 0.18588474000000055, 7.3890000003018486e-06, 8.253699999904995e-05, 0.1859746659999999, 0.000933180000000533, 0.1849445490000008
63, 0.18386807300000108, 7.495000000190544e-06, 7.726699999999198e-05, 0.18395283500000126, 0.0009747700000009019, 0.18288374800000007
64, 0.26851071500000145, 7.897999999784133e-06, 3.3988999998513236e-05, 0.26855260199999975, 0.0012059699999991125, 0.2672969310000006
65, 0.20958006999999945, 8.14400000059834e-06, 8.079899999913209e-05, 0.20966901299999918, 0.0011872920000008946, 0.20838363500000057
66, 0.17459620300000012, 7.994999998928165e-06, 9.681300000075055e-05, 0.1747010109999998, 0.001210215000000403, 0.17337829199999888
67, 0.19531101699999986, 7.865999998912798e-06, 9.806999999995014e-05, 0.19541695299999873, 0.0015479599999999039, 0.1937536900000012
68, 0.17980091399999942, 7.83299999973508e-06, 7.763300000007689e-05, 0.17988637999999924, 0.0012204530000001768, 0.17857245000000077
69, 0.17892392300000104, 1.2521999998682531e-05, 0.0001907540000001262, 0.17912719899999985, 0.0012141939999992246, 0.17769892799999987
70, 0.1970288369999995, 7.139000000933038e-06, 9.538499999983685e-05, 0.19713136100000028, 0.003278244000000541, 0.19374067999999944
71, 0.17901135099999976, 1.0705999999416349e-05, 0.00010507600000053685, 0.17912713299999972, 0.0012436659999988109, 0.17775783799999978
72, 0.17869209400000052, 8.444999998857838e-06, 4.630599999977392e-05, 0.17874684499999915, 0.0012287789999998466, 0.1774554100000003
73, 0.19073770099999976, 7.479000000643055e-06, 5.439599999945699e-05, 0.19079957599999986, 0.0012102959999999996, 0.18951932900000124
74, 0.17237038300000052, 7.830999999569599e-06, 9.836400000118317e-05, 0.17247657800000127, 0.0012119730000001994, 0.17114997200000026
75, 0.17176338700000038, 8.452999999519761e-06, 4.648500000037359e-05, 0.17181832500000027, 0.0012536679999985978, 0.17050066700000066
76, 0.20842554299999883, 7.885999998791249e-06, 9.904700000262778e-05, 0.20853247600000024, 0.0011743349999999708, 0.20724118200000063
77, 0.18023728600000055, 8.097999998568639e-06, 7.238199999903827e-05, 0.18031776599999816, 0.0012275769999980923, 0.17900180199999838
78, 0.1898004680000014, 7.71299999868802e-06, 5.517499999996289e-05, 0.18986335600000004, 0.0012033989999977734, 0.18858901999999844
79, 0.1822171730000015, 1.1400999998301131e-05, 6.169399999933489e-05, 0.18229026799999914, 0.0014120139999995729, 0.18079193099999813
80, 0.17571408899999952, 8.232999999080448e-06, 6.585399999892161e-05, 0.17578817599999752, 0.0011823139999975751, 0.17452258599999837
81, 0.19589622199999823, 7.906000000446056e-06, 0.0001036990000002902, 0.19600782699999897, 0.0011495719999992104, 0.19473789499999938
82, 0.24204808200000016, 7.985999999959859e-06, 6.296199999766827e-05, 0.2421190299999978, 0.0012673019999986934, 0.2407725109999994
83, 0.19116802499999963, 8.261999997927205e-06, 7.460800000202994e-05, 0.1912508949999996, 0.0011954870000003837, 0.18996365499999968
84, 0.1884956019999997, 1.0145000000960636e-05, 0.00010267200000058097, 0.18860841900000125, 0.0012111769999982869, 0.187272317999998
85, 0.19208688000000151, 8.253000000735256e-06, 6.0548000000437696e-05, 0.1921556810000027, 0.0012524709999972572, 0.19082357099999925
86, 0.18729403899999753, 8.533000002586277e-06, 6.837199999765176e-05, 0.18737094399999776, 0.001496805999998685, 0.18578512799999913
87, 0.18113867299999953, 9.293000001520113e-06, 9.163200000017468e-05, 0.18123959800000122, 0.0011978490000004172, 0.1799316950000005
88, 0.1609981100000013, 8.849000000310525e-06, 8.76900000008618e-05, 0.16109464900000248, 0.0012238740000007908, 0.1597655309999979
89, 0.20151653399999958, 7.595999999665537e-06, 7.157200000307284e-05, 0.20159570200000232, 0.0012191119999975797, 0.20028867099999914
90, 0.1843960100000004, 7.875999997963845e-06, 3.4573000000648335e-05, 0.184438458999999, 0.0012161509999977227, 0.18317133400000074
91, 0.19094931400000092, 8.257000001066217e-06, 5.7466999997757284e-05, 0.19101503799999975, 0.0011790210000022228, 0.18976219199999989
92, 0.20525306000000043, 1.748300000059544e-05, 8.910600000078261e-05, 0.2053596490000018, 0.0012097940000010965, 0.20402702699999864
93, 0.19612487199999862, 7.610000000823902e-06, 9.748000000087131e-05, 0.1962299620000003, 0.0026582089999998004, 0.19345093099999744
94, 0.1783979500000008, 7.872000001185597e-06, 4.764399999857005e-05, 0.17845346600000056, 0.0012426129999987268, 0.17714631000000125
95, 0.1761357960000005, 8.378000000419661e-06, 7.707500000009304e-05, 0.17622124900000102, 0.0012075140000007423, 0.17491897400000056
96, 0.17445226100000255, 8.397999998521755e-06, 3.809100000040644e-05, 0.17449875000000148, 0.0012120390000021075, 0.17323139400000187
97, 0.19202708499999943, 8.127999997498137e-06, 6.18440000010878e-05, 0.19209705699999802, 0.001186915000001676, 0.1908307889999996
98, 0.20387534400000007, 8.222999998253044e-06, 4.57050000015613e-05, 0.20392927199999988, 0.001187512000001334, 0.20267911300000208
99, 0.18959553000000184, 8.494999999442143e-06, 5.343400000157317e-05, 0.18965745900000286, 0.0012454280000007145, 0.18834040999999857
100, 0.17833403899999922, 8.1019999988996e-06, 5.242300000318778e-05, 0.1783945640000013, 0.0012027369999998427, 0.1771221830000016
101, 0.23937264699999972, 7.978999999380676e-06, 4.467700000176933e-05, 0.23942530300000087, 0.001187263999998578, 0.23817711200000247
102, 0.18268650199999925, 7.836000001759658e-06, 7.469000000170922e-05, 0.18276902800000272, 0.0012048699999986923, 0.18147351900000075
103, 0.1820434750000004, 7.735000000508307e-06, 8.405699999869398e-05, 0.1821352669999996, 0.0012133329999990394, 0.1808224160000016
104, 0.18245317799999938, 8.12600000088537e-06, 9.87479999992047e-05, 0.18256005199999947, 0.001224537999998887, 0.18122090900000032
105, 0.19581831600000044, 3.4636000002308265e-05, 0.00014375199999960842, 0.19599670400000235, 0.001220952000000608, 0.19458842099999885
106, 0.19362751899999964, 7.584999998755393e-06, 9.861499999885837e-05, 0.19373371899999725, 0.001522342000001231, 0.19209278199999957
107, 0.17907870900000233, 7.6099999972711885e-06, 8.844700000310013e-05, 0.1791747660000027, 0.0012201009999976975, 0.17785018000000008
108, 0.1930248100000007, 7.780999997208937e-06, 4.968600000054835e-05, 0.19308227699999847, 0.0012131269999997585, 0.19180350799999957
109, 0.18758545500000068, 8.388000001247065e-06, 9.528700000061008e-05, 0.18768913000000254, 0.0012731670000007966, 0.18630278899999908
110, 0.17686447200000188, 8.328999999918096e-06, 5.915399999878446e-05, 0.17693195500000058, 0.0011623810000003232, 0.1756943640000017
111, 0.17250779100000102, 7.782999997374418e-06, 0.00010029100000252811, 0.17261586500000092, 0.0011999209999977722, 0.171300016
112, 0.18337077800000046, 8.667999999545373e-06, 7.967100000172422e-05, 0.18345911700000173, 0.0012283659999994256, 0.1821345139999977
113, 0.2050742860000021, 1.5746999999066702e-05, 0.00020190400000075215, 0.20529193700000192, 0.0011679829999984292, 0.20389260799999676
114, 0.21499057099999774, 7.187000001351862e-06, 7.506200000051422e-05, 0.2150728199999996, 0.00289983300000074, 0.21207761200000164
115, 0.1585281589999994, 2.0654000000064343e-05, 0.00028292000000007533, 0.15883173299999953, 0.0009088269999999454, 0.1576021369999978
116, 0.20620924099999982, 1.1160999999759724e-05, 0.000158230000000259, 0.20637863199999984, 0.0020001140000012185, 0.20419435699999866
117, 0.17465848400000183, 6.425999998782572e-06, 6.197900000159962e-05, 0.17472688900000222, 0.0018437370000015108, 0.17280579599999868
118, 0.17679304900000048, 8.119000000306187e-06, 0.00010212699999812003, 0.1769032949999989, 0.0009588779999987196, 0.17582631299999818
119, 0.18310612200000165, 7.805999999277446e-06, 6.191099999952598e-05, 0.18317583900000045, 0.0012251710000015237, 0.1818728269999994
120, 0.188729802000001, 8.34999999810293e-06, 9.526100000201154e-05, 0.18883341300000112, 0.001243172999998876, 0.18747467700000087
121, 0.19229631400000002, 8.671999999876334e-06, 3.6331000000444647e-05, 0.19234131700000034, 0.0016382320000012385, 0.1906472999999984
122, 0.21224335000000139, 7.78899999787086e-06, 3.620700000084298e-05, 0.2122873460000001, 0.0012398909999973284, 0.21099403699999897
123, 0.18700738099999725, 7.673000002483832e-06, 8.186099999818452e-05, 0.18709691499999792, 0.0012127829999997175, 0.185785917999997
124, 0.22911279399999884, 8.224999998418525e-06, 6.29200000012986e-05, 0.22918393899999856, 0.0012145910000000981, 0.22789033400000136
125, 0.20351344199999843, 9.67000000073881e-06, 0.00019986899999935304, 0.20372298099999853, 0.0011990570000008915, 0.2023018780000001
126, 0.19021487699999895, 7.930999998961852e-06, 8.123299999951428e-05, 0.19030404099999743, 0.003017219000000182, 0.18718147099999882
127, 0.1768245489999991, 7.67899999942756e-06, 8.07490000021005e-05, 0.17691297700000064, 0.0012542650000000322, 0.1755616759999974
128, 0.1841674320000024, 8.02899999996498e-06, 5.319599999964453e-05, 0.18422865700000202, 0.001204522999998403, 0.18295475300000064
129, 0.22106857200000007, 8.958999998753825e-06, 0.00010484400000265737, 0.22118237500000149, 0.0012322279999992247, 0.21982452399999985
130, 0.21522057500000003, 8.44799999910606e-06, 8.003700000003278e-05, 0.21530905999999916, 0.0014236059999994666, 0.21378297500000087
131, 0.17799879800000085, 8.461000000181684e-06, 9.487299999832999e-05, 0.17810213199999936, 0.0012316209999987393, 0.1767574500000002
132, 0.18361520300000223, 7.953999997312167e-06, 5.680900000015754e-05, 0.1836799659999997, 0.0012297729999986018, 0.18237672399999738
133, 0.17950060400000112, 1.0052000000371208e-05, 7.40330000006395e-05, 0.17958468900000213, 0.0011970069999982513, 0.17829479299999917
134, 0.18440274199999962, 8.371999999923219e-06, 9.710700000198358e-05, 0.18450822100000153, 0.0011916859999985263, 0.18320235299999865
135, 0.1736546030000028, 7.379999999557185e-06, 3.7872000000049866e-05, 0.1736998550000024, 0.0012300110000005304, 0.1724162050000011
136, 0.18888477200000153, 7.846999999117088e-06, 5.50729999986288e-05, 0.18894769199999928, 0.001196157999999059, 0.18768020199999924
137, 0.22961716300000035, 8.459000000016204e-06, 7.79550000018503e-05, 0.2297035770000022, 0.0012080700000005606, 0.22840064300000051
138, 0.17150805799999702, 7.718000002654435e-06, 4.29489999973498e-05, 0.17155872499999703, 0.0012240899999973465, 0.17027674099999857
139, 0.18798882600000155, 7.602000000161979e-06, 9.962300000054825e-05, 0.18809605100000226, 0.0011955409999977462, 0.18678504700000076
140, 0.17360344899999802, 7.509999999655292e-06, 6.474599999961583e-05, 0.1736757049999973, 0.0012356639999993035, 0.17235996400000175
141, 0.1933056819999983, 7.77700000043069e-06, 9.080399999916722e-05, 0.1934042629999979, 0.00119365500000157, 0.19210414299999812
142, 0.14314698899999811, 6.960000000333366e-06, 3.79379999984053e-05, 0.14319188699999685, 0.0012066560000008053, 0.14193288700000295
143, 0.1753845890000001, 7.981999999628897e-06, 0.0001045829999988257, 0.17549715399999855, 0.0009462260000034917, 0.17443133899999808
144, 0.1791976489999989, 8.839999999565862e-06, 8.804300000164744e-05, 0.17929453200000012, 0.0012296300000009808, 0.17796006800000086
145, 0.18317492199999919, 7.95500000094762e-06, 8.475099999927238e-05, 0.1832676279999994, 0.0012102999999967778, 0.18195636799999804
146, 0.17833167799999927, 7.920000001604421e-06, 0.00010744500000114954, 0.17844704300000203, 0.0012281160000000568, 0.17709530200000145
147, 0.17358170299999998, 8.143000002291956e-06, 8.351099999970302e-05, 0.17367335700000197, 0.0012259229999997956, 0.1723478070000013
148, 0.17389257700000016, 7.996000000787262e-06, 7.130199999849651e-05, 0.17397187499999944, 0.0012020019999994247, 0.17268209799999923
149, 0.18201835600000038, 7.655999997524532e-06, 9.014200000123651e-05, 0.18211615399999914, 0.0011522510000006037, 0.18085804400000072
150, 0.18544434200000026, 7.902000000115095e-06, 8.6301999999705e-05, 0.18553854600000008, 0.001262654000001362, 0.18417313999999863
151, 0.18289880100000033, 8.708999999385014e-06, 4.748400000309516e-05, 0.1829549940000028, 0.001155740999998045, 0.18173449599999714
152, 0.1762141580000005, 7.837999998372425e-06, 9.144799999916131e-05, 0.17631344399999804, 0.0011962029999992296, 0.1750099700000014
153, 0.18042376000000004, 8.283999999747493e-06, 5.94720000002269e-05, 0.18049151600000002, 0.0012184280000013814, 0.17919726099999878
154, 0.1867600629999977, 7.614000001154864e-06, 3.441900000211717e-05, 0.18680209600000097, 0.0011505679999999074, 0.18560135399999922
155, 0.17969584300000108, 7.911000000859758e-06, 6.0682000000866765e-05, 0.1797644360000028, 0.0011881509999973616, 0.17849969199999904
156, 0.18563610100000005, 7.64099999983614e-06, 9.788700000257222e-05, 0.18574162900000246, 0.001194746999999552, 0.1844330129999996
157, 0.1860023400000017, 8.245000000073333e-06, 6.14419999998006e-05, 0.18607202700000158, 0.0012102130000002376, 0.18478386800000024
158, 0.17321622600000097, 7.4939999983314465e-06, 8.225699999897529e-05, 0.17330597699999828, 0.0011908950000005802, 0.17201709399999743
159, 0.18916102100000032, 7.833999998041463e-06, 5.939900000129228e-05, 0.18922825399999965, 0.0012400849999991692, 0.18791267599999983
160, 0.17352350099999825, 8.05400000203349e-06, 0.00010127199999843128, 0.1736328269999987, 0.0012439999999998008, 0.1722709430000009
161, 0.17464283700000038, 8.033000000295942e-06, 9.806499999598373e-05, 0.17474893499999666, 0.0012280780000004654, 0.17340667299999524
162, 0.17923608499999943, 8.117000000140706e-06, 5.73920000022099e-05, 0.17930159400000178, 0.0012396150000029138, 0.17798805900000048
163, 0.18091714599999875, 8.051000001785269e-06, 7.054699999997638e-05, 0.1809957440000005, 0.0012243490000045654, 0.17968407400000075
164, 0.17506021000000516, 7.797999998615524e-06, 8.11210000009055e-05, 0.17514912900000468, 0.0012202670000007743, 0.17383124900000269
165, 0.17913447899999824, 8.448000002658773e-06, 6.421900000219694e-05, 0.1792071460000031, 0.0012211519999993925, 0.17790468500000145
166, 0.1759033140000028, 7.666999998434676e-06, 4.343799999872999e-05, 0.17595441899999997, 0.0012107780000008006, 0.17468353699999994
167, 0.175955701999996, 8.350999998185671e-06, 9.567400000065618e-05, 0.17605972699999484, 0.0014381380000045851, 0.17450819400000483
168, 0.1760118790000007, 7.999999994012796e-06, 8.621500000316473e-05, 0.17610609399999788, 0.0012293730000010328, 0.17477396799999667
169, 0.17837883600000026, 8.004000001449185e-06, 4.815599999830056e-05, 0.178434996, 0.001204883999996298, 0.1771646159999989
170, 0.1736105849999987, 6.546000001605989e-06, 7.07849999983523e-05, 0.17368791599999867, 0.0012383099999979663, 0.17236374400000187
171, 0.1430242899999996, 7.810999996138435e-06, 6.616400000325484e-05, 0.143098264999999, 0.0010381539999997358, 0.14197784299999938
172, 0.1763625179999977, 8.110999999644264e-06, 0.00011700499999989233, 0.17648763399999723, 0.0012291739999952256, 0.17512367399999818
173, 0.24992152100000453, 7.774999993159781e-06, 0.0001021960000002764, 0.25003149199999797, 0.0011946939999987194, 0.248718230999998
174, 0.17599785800000234, 8.167999993702324e-06, 7.27070000010599e-05, 0.1760787329999971, 0.001264018999997063, 0.1747254819999995
175, 0.17816944100000143, 8.225000001971239e-06, 0.00010354999999862002, 0.17828121600000202, 0.00128798699999777, 0.17687253100000078
176, 0.1784789900000021, 7.682000003228495e-06, 7.456999999533309e-05, 0.17856124200000068, 0.001224675999999647, 0.17724640600000185
177, 0.1806464510000012, 7.537999998419309e-06, 7.652099999688744e-05, 0.1807305099999965, 0.001255314999994539, 0.1793828190000042
178, 0.19018720400000433, 8.407999999349158e-06, 8.06669999988685e-05, 0.19027627900000255, 0.0012003650000025345, 0.18897869100000264
179, 0.18513623400000512, 7.770999999934247e-06, 9.687699999716415e-05, 0.18524088200000222, 0.0012145649999979469, 0.18391411599999685
180, 0.1818955399999993, 8.07299999650013e-06, 4.678900000243402e-05, 0.18195040199999823, 0.0012639260000000263, 0.18062277199999954
181, 0.1736117660000005, 8.176999997999701e-06, 9.61739999993938e-05, 0.1737161169999979, 0.001202865000003328, 0.1724005319999975
182, 0.1807013330000018, 7.721000002902656e-06, 7.32439999993062e-05, 0.180782298000004, 0.0012107519999986494, 0.1794821330000005
183, 0.17407000100000403, 7.433999996919738e-06, 9.984300000098756e-05, 0.17417727800000193, 0.0012581459999978506, 0.1728019899999964
184, 0.17020737900000427, 8.171999994033285e-06, 0.00010348800000059555, 0.1703190389999989, 0.001206357999997465, 0.16899184300000059
185, 0.17624428800000658, 7.801999998946485e-06, 5.070499999959566e-05, 0.17630279500000512, 0.0012267630000053487, 0.17500764799999757
186, 0.17845959799999633, 7.885000002261222e-06, 5.081900000192263e-05, 0.17851830200000052, 0.0012201570000058837, 0.17723074699999586
187, 0.17640551399999538, 8.008000001780147e-06, 9.985200000528494e-05, 0.17651337400000244, 0.0011889060000029872, 0.17520878800000617
188, 0.17269006000000076, 7.5820000020598854e-06, 4.432099999718275e-05, 0.172741963, 0.0011758819999982961, 0.17150612300000034
189, 0.1869899959999941, 7.430000003694204e-06, 6.698299999641222e-05, 0.18706440899999421, 0.0011796959999941237, 0.18580240700000417
190, 0.1831102440000052, 8.02499999963402e-06, 8.201600000035114e-05, 0.18320028500000518, 0.0011922309999974345, 0.18190884199999857
191, 0.17732118899999705, 8.08100000426748e-06, 7.549499999726095e-05, 0.17740476499999858, 0.0012195420000011836, 0.17609292799999565
192, 0.18061177699999575, 8.011000005581081e-06, 9.025800000017625e-05, 0.1807100460000015, 0.0012367649999944774, 0.17936557899999883
193, 0.17712523200000163, 8.291000000326676e-06, 9.521999999861919e-05, 0.17722874300000058, 0.0012142750000023739, 0.17590266099999496
194, 0.18332594700000016, 8.121000000471668e-06, 0.00010110799999552, 0.18343517599999615, 0.0012167510000011816, 0.1821003619999999
195, 0.1791748150000032, 7.988999996655366e-06, 4.730300000233001e-05, 0.1792301070000022, 0.0012350060000017038, 0.17793146199999654
196, 0.19560699200000187, 7.8420000022561e-06, 6.027099999528218e-05, 0.1956751049999994, 0.0012119100000020921, 0.19438593399999604
197, 0.1812882960000053, 8.954999998422863e-06, 8.488000000284046e-05, 0.18138213100000655, 0.0011911770000025967, 0.18008925499999862
198, 0.1742985420000025, 7.912999997472525e-06, 4.6181999998395895e-05, 0.17435263699999837, 0.0012128429999975765, 0.17307711600000175
199, 0.1453923070000016, 7.993000004091755e-06, 5.46509999992395e-05, 0.14545495100000494, 0.0011993660000015893, 0.1441846560000002
